genome	dnaG	gyrB	rpoB	u_dnaG	u_gyrB	u_rpoB	n_dnaG	n_gyrB	n_rpoB	rho	ab	filter.min.ab	domain	phylum	class	order	family	genus	species	mgyg	num.anno	redundant	nice_name	nr	nice.species
GUT_GENOME095979	GUT_GENOME095979_00438	GUT_GENOME205964_00964	GUT_GENOME111729_01815	1.20649023500697	1.44546374057717	11.7186886297931	70	88	469	0.682025642945066	4.79021420179241	TRUE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_A	Bacteroides_A coprocola	MGYG-HGUT-01306	2046	FALSE	Bacteroides_A coprocola	TRUE	B. coprocola
GUT_GENOME145985	GUT_GENOME145985_00979	GUT_GENOME145985_00005	GUT_GENOME145985_00197	0.141398155892023	0.44881929638985	2.43800697087221	1	14	123	0.718109888001403	1.00940814105136	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	MGYG-HGUT-02517	2040	TRUE	Roseburia hominis	FALSE	R. hominis
GUT_GENOME022295	GUT_GENOME000196_00870	GUT_GENOME000196_00707	GUT_GENOME143156_01227	0.358307555050185	0.862401268560049	1.69518481073189	2	12	59	0.804928942698164	0.971964544780708	FALSE	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium		MGYG-HGUT-00670	2040	TRUE	Erysipelatoclostridium sp.	FALSE	Erysipelatoclostridium sp.
GUT_GENOME001213	GUT_GENOME001213_00315	GUT_GENOME001213_02394	GUT_GENOME001213_00893	0.0076301295893532	0.0301630678183351	1.29116451849737	0	0	86	0.603018599532451	0.442985905301686	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp900066555	MGYG-HGUT-00206	2039	TRUE	Dorea sp.	FALSE	Dorea sp.
GUT_GENOME000423	GUT_GENOME000423_00608	GUT_GENOME000423_02142	GUT_GENOME000423_02580	0.0529988759176115	0.0774835413736686	0.211886854457038	0	1	4	0.685286872984945	0.114123090582773	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp000435795	MGYG-HGUT-00087	2035	TRUE	CAG-81 sp000435795 (Lachnospiraceae family)	FALSE	CAG-81 sp.
GUT_GENOME140235	GUT_GENOME140235_01691	GUT_GENOME140235_01785	GUT_GENOME140235_01917	0.253123331957499	2.95393411929189	9.21372599287409	3	133	696	0.673015892992104	4.14026114804116	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena_B	MGYG-HGUT-02279	2034	TRUE	Dorea longicatena_B	FALSE	D. longicatena B
GUT_GENOME000979	GUT_GENOME016248_02030	GUT_GENOME000979_00086	GUT_GENOME000979_00408	0.086688849911762	0.0353080702242905	0.402031125673448	0	1	20	0.581358163712719	0.174676015269834	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		MGYG-HGUT-00178	2033	TRUE	Lawsonibacter sp.	FALSE	Lawsonibacter sp.
GUT_GENOME158523	GUT_GENOME158523_02836	GUT_GENOME158523_01264	GUT_GENOME158523_02378	0.0813679575175284	0.127681326804807	1.24769947497075	1	0	87	0.544150786002532	0.485582919764362	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter		MGYG-HGUT-02691	2031	TRUE	Oscillibacter sp.	FALSE	Oscillibacter sp.
GUT_GENOME274363	GUT_GENOME274363_01972	GUT_GENOME274363_00084	GUT_GENOME110833_01581	0.0263872778284079	0.0267060113186055	0.135937778582912	0	0	4	0.688273952230543	0.0630103559099751	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	COE1 sp001916965	MGYG-HGUT-04431	2029	TRUE	COE1 sp001916965 (Lachnospiraceae family)	FALSE	COE1 sp.
GUT_GENOME260294	GUT_GENOME260294_01846	GUT_GENOME260294_02579	GUT_GENOME172926_00610	0.0244368737260886	0.0124469928099254	0.509804781580203	0	0	31	0.652718071748719	0.182229549372072	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter		MGYG-HGUT-04233	2028	TRUE	Fusicatenibacter sp.	FALSE	Fusicatenibacter sp.
GUT_GENOME000459	GUT_GENOME000448_00026	GUT_GENOME248577_01602	GUT_GENOME000459_01442	0.13891165406803	0.00509274451321077	0.683988757142018	6	0	45	0.544969743464069	0.27599771857442	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		MGYG-HGUT-00090	2022	TRUE	Lawsonibacter sp.	FALSE	Lawsonibacter sp.
GUT_GENOME096253	GUT_GENOME096253_00993	GUT_GENOME096253_02182	GUT_GENOME096253_02907	0.012116056881451	0.045109781788946	0.098123746023099	0	1	1	0.676696736023473	0.051783194897832	FALSE	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella sp000163515	MGYG-HGUT-01398	2020	TRUE	Absiella sp.	FALSE	Absiella sp.
GUT_GENOME000245	GUT_GENOME000245_00858	GUT_GENOME000245_02741	GUT_GENOME000245_02889	0.00961134218039931	0.221518176528186	0.569688486667299	0	4	15	0.656900415919411	0.266939335125295	FALSE	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii	MGYG-HGUT-00062	2019	TRUE	Intestinibacter bartlettii	FALSE	I. bartlettii
GUT_GENOME140713	GUT_GENOME141586_01082	GUT_GENOME141586_00005	GUT_GENOME140713_02353	1.10019470822082	2.94339527828898	5.9627570070942	15	36	52	0.656877486760059	3.335448997868	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	Enterococcus_B faecium_B	MGYG-HGUT-02320	2015	TRUE	Enterococcus_B faecium_B	FALSE	E. faecium B
GUT_GENOME103765	GUT_GENOME061059_02082	GUT_GENOME061059_01724	GUT_GENOME227599_01649	0.181434632529067	0.623043252058726	2.74636337027004	5	34	98	0.676714332877187	1.18361375161928	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hansenii	MGYG-HGUT-01704	2012	TRUE	Blautia hansenii	FALSE	B. hansenii
GUT_GENOME001488	GUT_GENOME133541_01518	GUT_GENOME133541_00685	GUT_GENOME001488_01980	1.09597310952653	2.19264401282185	56.4015520145672	54	137	1482	0.652071602303057	19.8967230456385	TRUE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	Bacteroides_B massiliensis	MGYG-HGUT-00243	2006	FALSE	Bacteroides_B massiliensis	TRUE	B. massiliensis
GUT_GENOME098710	GUT_GENOME098710_02604	GUT_GENOME098710_01055	GUT_GENOME098710_01910	0.0103826311751658	0.0820174840932494	0.316357236537112	0	5	12	0.644445365066829	0.136252450601842	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502		MGYG-HGUT-01619	2001	TRUE	UBA9502 sp. (Lachnospiraceae family)	FALSE	UBA9502 sp.
GUT_GENOME131087	GUT_GENOME131087_02542	GUT_GENOME131087_01865	GUT_GENOME131087_01359	0.00555666087035942	0.027496715315752	1.06911678453963	0	1	51	0.640601450729181	0.367390053575247	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp003287895	MGYG-HGUT-02149	2001	TRUE	Blautia sp.	FALSE	Blautia sp.
GUT_GENOME158068	GUT_GENOME158068_02186	GUT_GENOME158068_01460	GUT_GENOME141047_00807	0.0708761740328888	0.645292314256291	3.58195891761189	0	12	256	0.584637750132034	1.43270913530036	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter		MGYG-HGUT-02680	2000	TRUE	Oscillibacter sp.	FALSE	Oscillibacter sp.
GUT_GENOME142391	GUT_GENOME142391_02373	GUT_GENOME142391_00006	GUT_GENOME142391_02836	0.102858053472178	0.325283508982099	2.52473580039786	2	2	18	0.654702728087653	0.984292454284046	FALSE	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	Clostridium_P perfringens	MGYG-HGUT-02372	1997	TRUE	Clostridium_P perfringens	FALSE	C. perfringens
GUT_GENOME262105	GUT_GENOME001295_02193	GUT_GENOME000676_00398	GUT_GENOME001709_00905	0.133737117845453	5.65342341573843	26.3993745057286	1	382	1190	0.553191092235999	10.7288450131042	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A		MGYG-HGUT-04269	1992	TRUE	Blautia_A sp.	FALSE	Blautia sp.
GUT_GENOME001689	GUT_GENOME001689_01224	GUT_GENOME001689_02416	GUT_GENOME001689_00025	0.652622729874666	1.5724399099883	5.61284645017197	3	26	419	0.871753331085419	2.61263636334498	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_E	Eubacterium_E hallii	MGYG-HGUT-00262	1990	TRUE	Eubacterium_E hallii	FALSE	E. hallii
GUT_GENOME000732	GUT_GENOME000732_00269	GUT_GENOME000732_01253	GUT_GENOME000732_01110	0.0116881401560428	0.0101805355238623	0.143915814986617	0	0	6	0.650477893983007	0.0552614968888407	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp000438375	MGYG-HGUT-00153	1990	TRUE	CAG-45 sp000438375 (Lachnospiraceae family)	FALSE	CAG-45 sp.
GUT_GENOME136641	GUT_GENOME136641_02420	GUT_GENOME136641_02264	GUT_GENOME136641_01187	0.012233718887663	0.0109248100798264	0.427003725298556	0	0	18	0.639851497359127	0.150054084755348	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp000432335	MGYG-HGUT-02186	1986	TRUE	Ruminococcus_A sp.	FALSE	Ruminococcus sp.
GUT_GENOME096375	GUT_GENOME096375_01423	GUT_GENOME096375_01810	GUT_GENOME096375_02419	0.223157344917003	0.411416615237383	3.43171268058554	11	23	135	0.692113953126459	1.35542888024664	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella sp000411335	MGYG-HGUT-01439	1983	TRUE	Tyzzerella sp.	FALSE	Tyzzerella sp.
GUT_GENOME095939	GUT_GENOME095939_01486	GUT_GENOME095939_00005	GUT_GENOME095939_02442	0.0560558076593301	0.0806569978248398	0.150128982174113	1	4	6	0.636280863685444	0.0956139292194276	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_C	Lactobacillus_C rhamnosus	MGYG-HGUT-01293	1981	TRUE	Lactobacillus_C rhamnosus	FALSE	L. rhamnosus
GUT_GENOME285906	GUT_GENOME285906_00901	GUT_GENOME285906_01170	GUT_GENOME285906_00677	0.00608401909116935	0.00564554025253209	0.022230846552676	0	0	0	0.651335060582452	0.0113201352987925	FALSE	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium sp002160495	MGYG-HGUT-04633	1973	TRUE	Erysipelatoclostridium sp.	FALSE	Erysipelatoclostridium sp.
GUT_GENOME172926	GUT_GENOME260294_01846	GUT_GENOME172926_02172	GUT_GENOME172926_00610	0.0244368737260886	0.0302456529691207	0.509804781580203	0	2	31	0.648350825192344	0.188162436091804	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter		MGYG-HGUT-02835	1965	TRUE	Fusicatenibacter sp.	FALSE	Fusicatenibacter sp.
GUT_GENOME000659	GUT_GENOME000659_00643	GUT_GENOME000659_01831	GUT_GENOME000659_01582	0.0685624132478164	0.655746095798056	2.71835093155486	0	7	171	0.75610750642164	1.14755314686691	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-56	CAG-56 sp900066615	MGYG-HGUT-00140	1962	TRUE	CAG-56 sp900066615 (Lachnospiraceae family)	FALSE	CAG-56 sp.
GUT_GENOME045186	GUT_GENOME045186_00015	GUT_GENOME098710_01055	GUT_GENOME098710_01910	0.0243305485140973	0.0820174840932494	0.316357236537112	1	5	12	0.657269329419973	0.140901756381486	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502		MGYG-HGUT-00909	1962	TRUE	UBA9502 sp. (Lachnospiraceae family)	FALSE	UBA9502 sp.
GUT_GENOME246551	GUT_GENOME246551_01007	GUT_GENOME246551_00497	GUT_GENOME246551_01012	0.00790589203809181	0.0216813553184748	0.0580940762116312	0	0	0	0.622447504966059	0.0292271078560659	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A		MGYG-HGUT-03872	1949	TRUE	Clostridium_A sp.	FALSE	Clostridium sp.
GUT_GENOME000299	GUT_GENOME000299_00352	GUT_GENOME000299_01691	GUT_GENOME001689_00025	0.143108191483289	0.625838411437459	5.61284645017197	2	10	419	0.592298377737067	2.12726435103091	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_E	Eubacterium_E hallii_A	MGYG-HGUT-00077	1949	TRUE	Eubacterium_E hallii_A	FALSE	E. hallii A
GUT_GENOME147673	GUT_GENOME147673_01596	GUT_GENOME092436_00152	GUT_GENOME143140_01243	0.0428393145637136	0.135252539281403	1.00614758142338	0	1	50	0.604768497776072	0.394746478422832	FALSE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	MGYG-HGUT-02544	1947	TRUE	Eggerthella lenta	FALSE	E. lenta
GUT_GENOME246789	GUT_GENOME246789_01288	GUT_GENOME246789_00083	GUT_GENOME127776_01272	0.0137157877856787	0.0290268110390999	0.107151074357124	0	0	3	0.635213113294264	0.0499645577273009	FALSE	Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-74			MGYG-HGUT-03875	1947	TRUE	Christensenellales order microbe	FALSE	
GUT_GENOME001578	GUT_GENOME001578_00581	GUT_GENOME001578_02971	GUT_GENOME111584_00779	0.0407161980544127	0.155928825242437	1.03931641564494	0	2	50	0.693832757079421	0.41198714631393	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp001414325	MGYG-HGUT-00250	1946	TRUE	TF01-11 sp001414325 (Lachnospiraceae family)	FALSE	TF01-11 sp.
GUT_GENOME225869	GUT_GENOME225869_00608	GUT_GENOME225869_02409	GUT_GENOME131087_01359	0.0397489912051091	0.0168144955778064	1.06911678453963	1	0	51	0.648554179855629	0.375226757107515	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia		MGYG-HGUT-03326	1944	TRUE	Blautia sp.	FALSE	Blautia sp.
GUT_GENOME096067	GUT_GENOME052918_01470	GUT_GENOME096067_03155	GUT_GENOME140411_02901	6.31454965791367	14.3239327729028	34.1959762495867	363	788	1235	0.954875625493714	18.2781528934677	TRUE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A wexlerae	MGYG-HGUT-01338	1941	FALSE	Blautia_A wexlerae	TRUE	B. wexlerae
GUT_GENOME001115	GUT_GENOME147678_01490	GUT_GENOME140078_02679	GUT_GENOME247791_01647	27.4285607339671	16.9780408505141	53.1687729251033	1424	1226	1679	0.934832171528902	32.5251248365282	TRUE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_E	MGYG-HGUT-00195	1934	TRUE	Faecalibacterium prausnitzii_E	FALSE	F. prausnitzii E
GUT_GENOME096292	GUT_GENOME096292_00279	GUT_GENOME010023_00590	GUT_GENOME096556_01549	3.46042404175844	4.24671675327738	17.6981153237273	190	255	963	0.817270797869051	8.46841870625437	TRUE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	MGYG-HGUT-01420	1933	FALSE	Alistipes senegalensis	TRUE	A. senegalensis
GUT_GENOME000221	GUT_GENOME001120_01514	GUT_GENOME000221_01804	GUT_GENOME000035_02244	52.839289589085	5.91976042316732	62.3037359631198	1641	322	1492	0.758012738552178	40.3542619917907	TRUE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens	MGYG-HGUT-00054	1930	TRUE	Bacteroides acidifaciens	FALSE	B. acidifaciens
GUT_GENOME143139	GUT_GENOME143139_00243	GUT_GENOME142597_01947	GUT_GENOME143140_01243	0.0036944791794501	0.225421594211942	1.00614758142338	0	6	50	0.559885480261837	0.411754551604924	FALSE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Rubneribacter	Rubneribacter badeniensis	MGYG-HGUT-02441	1927	TRUE	Rubneribacter badeniensis	FALSE	R. badeniensis
GUT_GENOME243824	GUT_GENOME142396_02225	GUT_GENOME243824_00787	GUT_GENOME243824_01445	7.19000558724681	0.774448397547923	0.417045669772296	396	21	2	0.527204308435796	2.79383321818901	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor		MGYG-HGUT-03770	1927	TRUE	Flavonifractor sp.	FALSE	Flavonifractor sp.
GUT_GENOME113217	GUT_GENOME113217_01859	GUT_GENOME113217_02045	GUT_GENOME113217_02721	0.0332313089446143	0.0118280929951978	0.0279134237929453	0	1	1	0.62834012029771	0.0243242752442525	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		MGYG-HGUT-01878	1927	TRUE	Parabacteroides sp.	FALSE	Parabacteroides sp.
GUT_GENOME095992	GUT_GENOME095992_02773	GUT_GENOME095992_00530	GUT_GENOME095992_01917	0.0120569919900065	0.0170372137875345	0.0861270301669356	0	0	3	0.65788919892061	0.0384070786481589	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bacteroides_F	Bacteroides_F pectinophilus	MGYG-HGUT-01314	1922	TRUE	Bacteroides_F pectinophilus	FALSE	B. pectinophilus
GUT_GENOME000236	GUT_GENOME130350_02093	GUT_GENOME000236_02153	GUT_GENOME000236_00229	0.0196700936128093	0.0348257442492269	0.26967894755183	0	0	9	0.567107122526885	0.108058261804622	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900066645	MGYG-HGUT-00059	1919	TRUE	Lawsonibacter sp.	FALSE	Lawsonibacter sp.
GUT_GENOME000149	GUT_GENOME000149_01004	GUT_GENOME140235_01785	GUT_GENOME140235_01917	0.683215605594941	2.95393411929189	9.21372599287409	4	133	696	0.819515740211008	4.28362523925364	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena	MGYG-HGUT-00038	1919	TRUE	Dorea longicatena	FALSE	D. longicatena
GUT_GENOME105698	GUT_GENOME105698_02652	GUT_GENOME158155_00353	GUT_GENOME105698_00512	0.630683328830739	0.381264017725799	2.67395378961039	15	10	212	0.561867926347216	1.22863371205564	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter		MGYG-HGUT-01742	1917	TRUE	Oscillibacter sp.	FALSE	Oscillibacter sp.
GUT_GENOME001575	GUT_GENOME001575_02763	GUT_GENOME001575_00385	GUT_GENOME192714_02045	0.557145131787751	1.63709849462483	9.56327207766828	13	65	686	0.760437247297573	3.91917190136029	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena faecis	MGYG-HGUT-00249	1917	TRUE	Faecalicatena faecis	FALSE	F. faecis
GUT_GENOME095001	GUT_GENOME095001_00803	GUT_GENOME095001_01686	GUT_GENOME095001_02328	0.00603109630318526	0.0152486004599151	0.4109806687694	0	0	21	0.621951368302686	0.144086788510833	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11		MGYG-HGUT-01254	1899	TRUE	TF01-11 sp. (Lachnospiraceae family)	FALSE	TF01-11 sp.
GUT_GENOME155674	GUT_GENOME110705_00164	GUT_GENOME155674_01077	GUT_GENOME155674_01758	0.0185503500528634	0.0339956750343067	0.631204700997295	1	2	32	0.623017280390382	0.227916908694822	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ndongoniae	MGYG-HGUT-02621	1894	TRUE	Bacteroides ndongoniae	FALSE	B. ndongoniae
GUT_GENOME270304	GUT_GENOME270304_01418	GUT_GENOME270304_02442	GUT_GENOME130008_00720	0.00561353726717094	0.00574882948023804	0.140321824810068	0	0	6	0.636346688124669	0.0505613971858257	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp000435595	MGYG-HGUT-04369	1892	TRUE	CAG-882 sp000435595 (Lachnospiraceae family)	FALSE	CAG-882 sp.
GUT_GENOME131843	GUT_GENOME131843_02225	GUT_GENOME131843_01757	GUT_GENOME131843_00520	0.00920692354793637	0.0577717182738372	0.0415383292482619	0	4	0	0.629815244255785	0.0361723236900118	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446		MGYG-HGUT-02154	1890	TRUE	UBA5446 sp. (Oscillospiraceae family)	FALSE	UBA5446 sp.
GUT_GENOME096240	GUT_GENOME219276_00263	GUT_GENOME096240_02008	GUT_GENOME219276_01992	0.0102216820353999	0.0140418392458053	0.0746213534984227	0	0	1	0.675679314398686	0.0329616249265426	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus	MGYG-HGUT-01391	1887	TRUE	Coprobacter fastidiosus	FALSE	C. fastidiosus
GUT_GENOME001373	GUT_GENOME001373_02062	GUT_GENOME001373_02555	GUT_GENOME001373_02387	0.00545888960755021	0.0906205808355327	1.53577975605881	0	0	112	0.56416827025403	0.543953075500631	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp000433215	MGYG-HGUT-00229	1886	TRUE	Dorea sp.	FALSE	Dorea sp.
GUT_GENOME138841	GUT_GENOME113217_01859	GUT_GENOME138841_01994	GUT_GENOME138841_02936	0.0332313089446143	0.0601097534137191	0.0729472228206531	0	0	1	0.651660843193912	0.0554294283929955	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp000436495	MGYG-HGUT-02218	1884	TRUE	Parabacteroides sp.	FALSE	Parabacteroides sp.
GUT_GENOME017938	GUT_GENOME017938_01710	GUT_GENOME017938_00372	GUT_GENOME000166_01698	0.110029802769262	1.82424632188737	7.21672765963956	1	79	480	0.646888464268972	3.0503345947654	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor		MGYG-HGUT-00583	1883	TRUE	Acetatifactor sp.	FALSE	Acetatifactor sp.
GUT_GENOME001854	GUT_GENOME001854_02556	GUT_GENOME001854_00822	GUT_GENOME001854_01194	0.00297800151584957	0.00478725989162515	0.0586446095816234	0	0	0	0.63156495100946	0.0221366236630327	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae			MGYG-HGUT-00280	1880	TRUE	Lachnospiraceae family microbe	FALSE	
GUT_GENOME235903	GUT_GENOME235903_00682	GUT_GENOME235903_01943	GUT_GENOME235903_01060	0.00311432297710207	0.00900161740220325	0.0125409989334035	0	0	0	0.649704432388005	0.00821897977090294	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp000436115	MGYG-HGUT-03486	1876	TRUE	CAG-95 sp000436115 (Lachnospiraceae family)	FALSE	CAG-95 sp.
GUT_GENOME131689	GUT_GENOME131689_01445	GUT_GENOME131689_01734	GUT_GENOME282994_01127	0.00892795415161812	0.0722503702229091	0.349278411129208	0	3	21	0.654256863816032	0.143485578501245	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446		MGYG-HGUT-02152	1872	TRUE	UBA5446 sp. (Oscillospiraceae family)	FALSE	UBA5446 sp.
GUT_GENOME001023	GUT_GENOME000237_02834	GUT_GENOME000237_02652	GUT_GENOME000237_01657	2.2277505171888	3.10273435454688	11.7822720203919	78	137	674	0.905171940192245	5.70425229737586	TRUE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp003537285	MGYG-HGUT-00187	1871	FALSE	Lachnospira sp.	TRUE	Lachnospira sp.
GUT_GENOME001297	GUT_GENOME001297_03156	GUT_GENOME018882_00074	GUT_GENOME000166_01698	0.472678354747273	2.08006969310206	7.21672765963956	3	110	480	0.802579315406873	3.2564919024963	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp900066565	MGYG-HGUT-00217	1862	TRUE	Acetatifactor sp.	FALSE	Acetatifactor sp.
GUT_GENOME261061	GUT_GENOME261061_00020	GUT_GENOME000166_02809	GUT_GENOME000166_01698	0.119913966902511	3.29980919957795	7.21672765963956	2	191	480	0.599175968330634	3.54548360870667	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp003447295	MGYG-HGUT-04250	1857	TRUE	Acetatifactor sp.	FALSE	Acetatifactor sp.
GUT_GENOME000268	GUT_GENOME000268_00932	GUT_GENOME000268_01747	GUT_GENOME000268_00926	0.0167145383094609	0.0209900430774697	0.20391930197626	0	0	4	0.692377601386553	0.0805412944543969	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	Clostridium_A leptum	MGYG-HGUT-00069	1840	TRUE	Clostridium_A leptum	FALSE	C. leptum
GUT_GENOME077706	GUT_GENOME077706_01345	GUT_GENOME103557_01959	GUT_GENOME103557_01555	0.228897124204733	0.377169825161362	1.37445968020402	7	19	76	0.69630363365997	0.660175543190038	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea		MGYG-HGUT-01072	1832	TRUE	Dorea sp.	FALSE	Dorea sp.
GUT_GENOME154595	GUT_GENOME154595_00935	GUT_GENOME154595_02340	GUT_GENOME154595_01141	0.0241413864676396	0.0614514573965157	0.362397667699625	0	1	24	0.663648798901556	0.14933017052126	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp003486385	MGYG-HGUT-02609	1828	TRUE	CAG-882 sp003486385 (Lachnospiraceae family)	FALSE	CAG-882 sp.
GUT_GENOME159708	GUT_GENOME011051_00527	GUT_GENOME158155_00353	GUT_GENOME159708_02442	0.892620360638581	0.381264017725799	1.28334288038238	27	10	18	0.516505151453648	0.85240908624892	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae			MGYG-HGUT-02727	1826	TRUE	Oscillospiraceae family microbe	FALSE	
